ID1,6/10/2016 17:58,6/10/2016 18:00,6/10/2016 18:02,6/10/2016 18:04,6/10/2016 18:06,6/10/2016 18:08,6/10/2016 18:10,6/10/2016 18:11,6/10/2016 18:13,6/10/2016 18:15,6/10/2016 18:17,6/10/2016 18:19,6/10/2016 18:21,6/10/2016 18:23,6/10/2016 18:25,6/10/2016 18:27,6/10/2016 18:29,6/10/2016 18:31,6/10/2016 18:33,6/10/2016 18:35,6/10/2016 18:37,6/10/2016 18:39,6/10/2016 18:41,6/10/2016 18:43,6/10/2016 18:45,6/10/2016 18:47,6/10/2016 18:49,6/10/2016 18:51,6/10/2016 18:53,6/10/2016 18:55,6/10/2016 18:57,6/10/2016 18:59,6/10/2016 19:01,6/10/2016 19:03,6/10/2016 19:05,6/10/2016 19:07,6/10/2016 19:09,6/10/2016 19:11,6/10/2016 19:13,6/10/2016 19:15,6/10/2016 19:17,6/10/2016 19:19,6/10/2016 19:21,6/10/2016 19:23,6/10/2016 19:25,6/10/2016 19:27,6/10/2016 19:29,6/10/2016 19:31,6/10/2016 19:33,6/10/2016 19:35,6/10/2016 19:37,6/10/2016 19:39,6/10/2016 19:41,6/10/2016 19:43,6/10/2016 19:45,6/10/2016 19:47,6/10/2016 19:49,6/10/2016 19:51,6/10/2016 19:53,6/10/2016 19:55,6/10/2016 19:57,6/10/2016 19:59,6/10/2016 20:01,6/10/2016 20:03,6/10/2016 20:05,6/10/2016 20:07,6/10/2016 20:09,6/10/2016 20:11,6/10/2016 20:13,6/10/2016 20:15,6/10/2016 20:17,6/10/2016 20:19,6/10/2016 20:21,6/10/2016 20:23,6/10/2016 20:25,6/10/2016 20:27,6/10/2016 20:29,6/10/2016 20:31,6/10/2016 20:33,6/10/2016 20:35,6/10/2016 20:37,6/10/2016 20:39,6/10/2016 20:41,6/10/2016 20:43,6/10/2016 20:45
ID2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ID3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ID4,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
ID5,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7
ID6,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
ID7,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ID8,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ID9,55,97,78,65,77,76,59,85,70,56,83,71,63,89,75,53,89,66,68,90,83,30,95,51,70,8,78,52,86,75,52,93,61,69,94,53,64,18,44,44,50,92,62,65,87,82,58,77,50,86,38,65,65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ID10,1.100142045,1.134020619,1.132311699,1.135516827,1.121144481,1.129728618,1.120895127,1.099724265,1.126674107,1.119210379,1.123635166,1.127585827,1.135912698,1.123814958,1.125520833,1.09817217,1.133470857,1.106770833,1.113568474,1.134982639,1.145284262,1.109375,1.127261513,1.127833946,1.140625,1.037597656,1.12880609,1.096379207,1.12168423,1.138020833,1.082481971,1.115591398,1.095671107,1.123754529,1.125332447,1.078272406,1.113586426,0.965711806,1.065784801,1.090642756,1.1,1.145550272,1.103830645,1.109074519,1.129220546,1.127810595,1.10856681,1.058492289,1.101953125,1.09193314,1.067023026,1.079026442,1.088942308,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ID11,0.088874107,0.044109073,0.07587141,0.05837738,0.093145179,0.049927991,0.080612421,0.098490832,0.079356718,0.093031071,0.073986302,0.076643155,0.073264769,0.094683819,0.098013143,0.110925538,0.080929415,0.096070865,0.099618386,0.076821801,0.040417882,0.09655903,0.08774798,0.09332939,0.06686919,0.117390774,0.077062515,0.113492928,0.067428383,0.079714441,0.111385297,0.071580126,0.099379645,0.0918897,0.071668387,0.110176819,0.048531738,0.16357791,0.121673882,0.106640108,0.070855155,0.037129678,0.071761692,0.076310432,0.046289258,0.063848641,0.060814366,0.080656394,0.047529773,0.070109741,0.049830516,0.034704187,0.030499168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
